exception_id,type,requester,approver,department,justification,start_date,end_date,status,risk_level,review_requested_date
EXC-0388,background_check_pending,alice.davis,alice.smith,Legal,Disaster recovery drill access,2026-03-09,2026-06-14,ACTIVE,MEDIUM,
EXC-0389,data_access_exception,ravi.jones,manager.001,Security,Emergency,2025-06-29,2025-07-29,REVOKED,HIGH,
EXC-0390,admin_access,wendy.smith,compliance.officer,HR,Database migration support for project 504,2026-02-20,2026-05-10,ACTIVE,HIGH,
EXC-0391,vendor_access_waiver,quinn.chen,manager.001,Operations,Emergency,2025-09-27,2025-12-23,EXPIRED,HIGH,
EXC-0392,admin_access,mia.wilson,platform.lead,Sales,Database migration support for project 738,2025-11-07,2026-09-02,ACTIVE,HIGH,
EXC-0393,firewall_rule_open,grace.kumar,platform.lead,Finance,Integration with Partner Ltd API gateway,2025-06-11,2025-07-01,EXPIRED,MEDIUM,
EXC-0394,dev_environment_exception,irene.doe,platform.lead,Operations,Emergency,2025-04-26,2025-06-21,EXPIRED,LOW,
EXC-0395,vendor_access_waiver,frank.brown,it.director,IT Infrastructure,Temporary issue,2025-11-05,2026-04-29,ACTIVE,HIGH,
EXC-0396,admin_access,data.eng,alice.smith,Data & Analytics,Production troubleshooting for incident INC-399,2025-07-23,2026-06-26,ACTIVE,HIGH,
EXC-0397,background_check_pending,leo.chen,compliance.officer,Customer Support,Temporary issue,2026-01-20,2026-07-06,ACTIVE,MEDIUM,
EXC-0398,dev_environment_exception,quinn.doe,alice.smith,Sales,Quarterly penetration test access window,2025-10-02,2025-12-17,REVOKED,LOW,
EXC-0399,vendor_access_waiver,security.ops,platform.lead,Legal,New hire onboarding pending background check completion,2025-12-27,2026-02-14,EXPIRED,HIGH,
EXC-0400,vendor_access_waiver,infra.team,alice.smith,Customer Support,Short-term fix,2025-12-09,2026-04-29,ACTIVE,HIGH,
EXC-0401,data_access_exception,uma.chen,compliance.officer,Sales,New hire onboarding pending background check completion,2025-07-03,2026-07-06,ACTIVE,HIGH,
EXC-0402,vendor_access_waiver,platform.eng,security.lead,HR,Legacy system compatibility during migration to v540,2025-06-28,2025-09-22,EXPIRED,HIGH,
EXC-0403,encryption_waiver,ops.team,security.lead,Legal,Quarterly penetration test access window,2025-11-08,2026-06-27,ACTIVE,HIGH,
EXC-0404,firewall_rule_open,carol.lee,security.lead,Engineering,Quarterly penetration test access window,2026-01-30,2026-03-14,EXPIRED,MEDIUM,
EXC-0405,data_access_exception,kelly.jones,it.director,Finance,Database migration support for project 829,2025-07-18,2026-05-21,ACTIVE,HIGH,
EXC-0406,data_access_exception,platform.eng,manager.001,Engineering,Integration with Partner Ltd API gateway,2025-07-29,2026-06-07,ACTIVE,MEDIUM,
EXC-0407,firewall_rule_open,noah.lewis,platform.lead,Data & Analytics,Disaster recovery drill access,2025-11-08,2025-11-27,REVOKED,MEDIUM,
EXC-0408,vendor_access_waiver,dev.lead,bob.jones,Data & Analytics,Emergency,2026-01-02,2026-05-23,ACTIVE,HIGH,
EXC-0409,dev_environment_exception,alice.kumar,ciso.office,Data & Analytics,Legacy system compatibility during migration to v574,2026-01-13,2026-08-06,ACTIVE,LOW,
EXC-0410,background_check_pending,bob.patel,security.lead,IT Infrastructure,Legacy system compatibility during migration to v502,2025-11-06,2026-05-23,ACTIVE,CRITICAL,
EXC-0411,admin_access,platform.eng,it.director,Operations,Short-term fix,2026-01-06,2026-04-17,ACTIVE,CRITICAL,
EXC-0412,vendor_access_waiver,bob.patel,it.director,Legal,Production troubleshooting for incident INC-886,2026-02-07,2026-04-18,ACTIVE,HIGH,
EXC-0413,firewall_rule_open,ravi.lee,security.lead,Finance,Quarterly penetration test access window,2025-11-14,2026-08-26,ACTIVE,MEDIUM,
EXC-0414,vendor_access_waiver,qa.team,manager.001,Engineering,Quarterly penetration test access window,2025-04-21,2025-07-02,REVOKED,HIGH,
EXC-0415,background_check_pending,john.lewis,manager.001,Sales,Database migration support for project 564,2025-11-10,2025-12-18,ACTIVE,HIGH,
EXC-0416,dev_environment_exception,grace.brown,manager.001,Engineering,Quarterly penetration test access window,2026-01-29,2026-05-04,ACTIVE,LOW,
EXC-0417,encryption_waiver,alice.patel,compliance.officer,Finance,Integration with Partner Ltd API gateway,2026-04-06,2026-06-05,ACTIVE,HIGH,
EXC-0418,background_check_pending,security.ops,compliance.officer,Operations,Integration with Partner Ltd API gateway,2025-10-06,2026-05-03,ACTIVE,CRITICAL,
EXC-0419,admin_access,henry.miller,compliance.officer,Customer Support,Temporary issue,2025-12-27,2026-05-01,ACTIVE,CRITICAL,
EXC-0420,dev_environment_exception,tom.jones,it.director,IT Infrastructure,Vendor SOC 2 audit data extraction,2026-02-18,2026-07-26,ACTIVE,LOW,
EXC-0421,data_access_exception,olivia.lewis,it.director,Finance,New hire onboarding pending background check completion,2025-07-23,2026-04-27,ACTIVE,HIGH,
EXC-0422,admin_access,carol.kumar,compliance.officer,Security,Legacy issue,2026-01-26,2026-03-17,ACTIVE,HIGH,
EXC-0423,data_access_exception,victor.davis,ciso.office,Operations,Operational requirement,2025-04-18,2026-06-02,ACTIVE,HIGH,
EXC-0424,vendor_access_waiver,dev.lead,security.lead,Sales,Legacy issue,2025-12-13,2026-04-21,ACTIVE,HIGH,
EXC-0425,vendor_access_waiver,qa.team,it.director,Customer Support,Vendor SOC 2 audit data extraction,2026-02-14,2026-05-09,ACTIVE,HIGH,
EXC-0426,dev_environment_exception,frank.miller,platform.lead,Operations,Quarterly penetration test access window,2025-04-30,2025-06-26,REVOKED,LOW,
EXC-0427,vendor_access_waiver,emma.moore,security.lead,IT Infrastructure,Legacy issue,2025-09-23,2025-10-11,REVOKED,HIGH,
EXC-0428,data_access_exception,platform.eng,platform.lead,Data & Analytics,Quarterly penetration test access window,2025-08-03,2025-09-15,ACTIVE,CRITICAL,
EXC-0429,firewall_rule_open,dev.lead,manager.001,Operations,Production troubleshooting for incident INC-918,2025-12-18,2026-03-06,EXPIRED,MEDIUM,
EXC-0430,encryption_waiver,release.mgmt,ciso.office,Legal,Business need,2025-07-29,2026-05-19,ACTIVE,HIGH,
EXC-0431,data_access_exception,paul.patel,alice.smith,HR,Quarterly penetration test access window,2026-01-25,2026-07-25,ACTIVE,HIGH,
EXC-0432,admin_access,irene.kumar,platform.lead,Sales,Legacy issue,2026-01-12,2026-02-11,ACTIVE,CRITICAL,
EXC-0433,vendor_access_waiver,qa.team,security.lead,HR,Operational requirement,2026-01-26,2026-04-15,EXPIRED,HIGH,
EXC-0434,firewall_rule_open,quinn.miller,ciso.office,Finance,Vendor SOC 2 audit data extraction,2026-03-27,2026-05-07,ACTIVE,MEDIUM,
EXC-0435,dev_environment_exception,dave.doe,it.director,Engineering,Business need,2025-05-29,2025-08-05,REVOKED,LOW,
EXC-0436,firewall_rule_open,ravi.clark,platform.lead,HR,Database migration support for project 681,2025-10-03,2027-01-19,ACTIVE,MEDIUM,
EXC-0437,firewall_rule_open,release.mgmt,bob.jones,Data & Analytics,Quarterly penetration test access window,2026-02-28,2026-09-07,ACTIVE,MEDIUM,
EXC-0438,encryption_waiver,security.ops,platform.lead,Data & Analytics,Integration with Partner Ltd API gateway,2026-01-11,2026-02-24,RENEWAL_REQUESTED,HIGH,2026-02-12
EXC-0439,data_access_exception,emma.davis,platform.lead,IT Infrastructure,Integration with Partner Ltd API gateway,2025-11-08,2025-12-05,REVOKED,HIGH,
EXC-0440,dev_environment_exception,irene.clark,compliance.officer,IT Infrastructure,Legacy issue,2025-09-02,2026-06-10,ACTIVE,HIGH,
EXC-0441,firewall_rule_open,ravi.taylor,compliance.officer,IT Infrastructure,Database migration support for project 433,2025-12-15,2026-06-03,ACTIVE,MEDIUM,
EXC-0442,dev_environment_exception,release.mgmt,security.lead,HR,Integration with Partner Ltd API gateway,2025-06-09,2025-09-07,REVOKED,LOW,
EXC-0443,encryption_waiver,uma.smith,bob.jones,Sales,Database migration support for project 300,2025-12-08,2026-07-08,ACTIVE,HIGH,
EXC-0444,firewall_rule_open,jack.davis,ciso.office,Security,Legacy issue,2025-11-23,2026-09-05,ACTIVE,MEDIUM,
EXC-0445,admin_access,dev.lead,alice.smith,Customer Support,Vendor SOC 2 audit data extraction,2025-09-06,2026-05-05,ACTIVE,HIGH,
EXC-0446,data_access_exception,leo.miller,compliance.officer,Security,Vendor SOC 2 audit data extraction,2025-12-15,2026-07-08,ACTIVE,HIGH,
EXC-0447,background_check_pending,irene.lee,security.lead,Engineering,Emergency,2025-12-07,2026-05-30,ACTIVE,MEDIUM,
EXC-0448,background_check_pending,victor.taylor,security.lead,Data & Analytics,Database migration support for project 493,2025-10-22,2026-05-06,ACTIVE,CRITICAL,
EXC-0449,data_access_exception,ravi.lewis,manager.001,Customer Support,Vendor SOC 2 audit data extraction,2026-03-28,2026-07-01,ACTIVE,HIGH,
EXC-0450,admin_access,victor.jones,security.lead,Customer Support,Integration with Partner Ltd API gateway,2025-08-12,2026-11-19,ACTIVE,MEDIUM,
EXC-0451,firewall_rule_open,wendy.jones,ciso.office,IT Infrastructure,Vendor SOC 2 audit data extraction,2026-03-17,2026-08-13,ACTIVE,MEDIUM,
EXC-0452,data_access_exception,data.eng,ciso.office,Finance,Production troubleshooting for incident INC-772,2026-01-17,2026-08-02,ACTIVE,HIGH,
EXC-0453,encryption_waiver,sara.doe,ciso.office,Data & Analytics,Operational requirement,2025-05-24,2025-07-12,REVOKED,HIGH,
EXC-0454,firewall_rule_open,henry.brown,alice.smith,Operations,New hire onboarding pending background check completion,2026-02-23,2026-05-16,ACTIVE,MEDIUM,
EXC-0455,data_access_exception,dev.lead,platform.lead,Operations,Legacy system compatibility during migration to v315,2026-03-07,2026-08-12,ACTIVE,HIGH,
EXC-0456,dev_environment_exception,kelly.smith,ciso.office,Operations,Emergency,2025-11-05,2026-01-18,REVOKED,LOW,
EXC-0457,data_access_exception,quinn.chen,compliance.officer,Security,Legacy system compatibility during migration to v643,2025-11-23,2025-12-03,ACTIVE,CRITICAL,
EXC-0458,background_check_pending,uma.miller,alice.smith,Operations,Short-term fix,2026-02-19,2026-08-30,ACTIVE,MEDIUM,
EXC-0459,dev_environment_exception,platform.eng,manager.001,Customer Support,Short-term fix,2025-07-16,2025-09-08,EXPIRED,LOW,
EXC-0460,vendor_access_waiver,ops.team,alice.smith,Security,Operational requirement,2026-02-23,2026-06-13,ACTIVE,HIGH,
EXC-0461,encryption_waiver,platform.eng,bob.jones,Operations,Operational requirement,2025-10-24,2026-08-08,ACTIVE,HIGH,
EXC-0462,background_check_pending,ravi.garcia,bob.jones,Finance,Emergency,2025-05-23,2025-08-03,REVOKED,MEDIUM,
EXC-0463,background_check_pending,uma.miller,ciso.office,Finance,Quarterly penetration test access window,2025-09-27,2025-12-14,RENEWAL_REQUESTED,MEDIUM,2026-01-14
EXC-0464,encryption_waiver,henry.brown,security.lead,Data & Analytics,Operational requirement,2026-04-06,2026-05-18,ACTIVE,HIGH,
EXC-0465,background_check_pending,sara.patel,it.director,HR,Production troubleshooting for incident INC-138,2025-11-19,2026-09-11,ACTIVE,MEDIUM,
EXC-0466,vendor_access_waiver,qa.team,platform.lead,Security,Database migration support for project 589,2025-11-07,2026-05-24,ACTIVE,HIGH,
EXC-0467,firewall_rule_open,release.mgmt,bob.jones,IT Infrastructure,Integration with Partner Ltd API gateway,2026-01-25,2026-05-03,ACTIVE,MEDIUM,
EXC-0468,encryption_waiver,jack.jones,it.director,HR,Legacy system compatibility during migration to v667,2025-05-05,2025-07-07,EXPIRED,HIGH,
EXC-0469,encryption_waiver,carol.wilson,it.director,Operations,Database migration support for project 852,2025-07-21,2025-08-21,EXPIRED,HIGH,
EXC-0470,firewall_rule_open,platform.eng,it.director,Security,Vendor SOC 2 audit data extraction,2026-01-18,2026-05-24,ACTIVE,MEDIUM,
EXC-0471,background_check_pending,leo.patel,manager.001,Customer Support,Legacy system compatibility during migration to v858,2025-12-19,2026-04-17,ACTIVE,CRITICAL,
EXC-0472,admin_access,qa.team,it.director,Engineering,Integration with Partner Ltd API gateway,2025-12-04,2026-09-12,ACTIVE,HIGH,
EXC-0473,data_access_exception,ravi.jones,bob.jones,Operations,New hire onboarding pending background check completion,2025-05-17,2025-06-25,REVOKED,HIGH,
EXC-0474,encryption_waiver,wendy.moore,platform.lead,Operations,Legacy system compatibility during migration to v429,2025-08-02,2025-09-29,ACTIVE,HIGH,
EXC-0475,dev_environment_exception,ops.team,bob.jones,HR,Emergency,2025-07-10,2025-09-09,EXPIRED,LOW,
EXC-0476,data_access_exception,dev.lead,security.lead,Operations,Business need,2025-12-11,2026-05-20,ACTIVE,HIGH,
EXC-0477,data_access_exception,irene.taylor,it.director,Finance,Short-term fix,2026-01-07,2026-08-30,ACTIVE,HIGH,
EXC-0478,data_access_exception,qa.team,alice.smith,IT Infrastructure,Emergency,2025-05-30,2025-07-21,REVOKED,HIGH,
EXC-0479,data_access_exception,platform.eng,manager.001,Operations,New hire onboarding pending background check completion,2026-04-08,2026-09-15,ACTIVE,HIGH,
EXC-0480,encryption_waiver,ops.team,security.lead,Data & Analytics,Legacy system compatibility during migration to v786,2025-05-07,2025-05-27,REVOKED,HIGH,
EXC-0481,encryption_waiver,data.eng,platform.lead,IT Infrastructure,Database migration support for project 144,2025-10-08,2025-11-13,RENEWAL_REQUESTED,HIGH,2026-03-04
EXC-0482,firewall_rule_open,dev.lead,it.director,Customer Support,Temporary issue,2026-01-03,2026-04-18,RENEWAL_REQUESTED,MEDIUM,2026-02-19
EXC-0483,encryption_waiver,wendy.miller,manager.001,Operations,Business need,2025-08-14,2025-10-19,EXPIRED,HIGH,
EXC-0484,data_access_exception,bob.lewis,it.director,Engineering,Short-term fix,2026-04-06,2026-05-18,ACTIVE,HIGH,
EXC-0485,firewall_rule_open,henry.kumar,platform.lead,Finance,Operational requirement,2025-05-15,2025-07-03,EXPIRED,MEDIUM,
EXC-0486,admin_access,noah.taylor,security.lead,Legal,Legacy issue,2025-07-04,2025-08-08,EXPIRED,HIGH,
EXC-0487,admin_access,paul.lewis,manager.001,IT Infrastructure,Database migration support for project 385,2025-04-22,2025-06-29,EXPIRED,HIGH,
EXC-0488,firewall_rule_open,platform.eng,security.lead,IT Infrastructure,Disaster recovery drill access,2025-05-07,2025-05-26,REVOKED,MEDIUM,
EXC-0489,vendor_access_waiver,alice.taylor,compliance.officer,Data & Analytics,Disaster recovery drill access,2026-02-24,2026-06-05,ACTIVE,HIGH,
EXC-0490,firewall_rule_open,data.eng,manager.001,Operations,Database migration support for project 890,2025-07-02,2026-06-22,ACTIVE,MEDIUM,
EXC-0491,firewall_rule_open,leo.garcia,platform.lead,Data & Analytics,Production troubleshooting for incident INC-981,2025-12-31,2026-05-19,ACTIVE,CRITICAL,
EXC-0492,vendor_access_waiver,dev.lead,ciso.office,Security,Production troubleshooting for incident INC-213,2025-11-21,2026-08-14,ACTIVE,HIGH,
EXC-0493,data_access_exception,dev.lead,platform.lead,Legal,Operational requirement,2025-05-19,2025-07-03,ACTIVE,HIGH,
EXC-0494,firewall_rule_open,grace.patel,it.director,IT Infrastructure,Quarterly penetration test access window,2025-12-28,2026-05-02,ACTIVE,MEDIUM,
EXC-0495,admin_access,security.ops,it.director,Data & Analytics,Integration with Partner Ltd API gateway,2025-12-11,2026-03-03,REVOKED,HIGH,
EXC-0496,data_access_exception,uma.jones,manager.001,Data & Analytics,Temporary issue,2025-12-16,2026-06-24,ACTIVE,HIGH,
EXC-0497,data_access_exception,platform.eng,alice.smith,HR,Production troubleshooting for incident INC-992,2026-01-28,2026-06-26,ACTIVE,HIGH,
EXC-0498,background_check_pending,security.ops,compliance.officer,IT Infrastructure,Short-term fix,2026-02-10,2026-07-03,ACTIVE,CRITICAL,
EXC-0499,data_access_exception,victor.clark,it.director,HR,Legacy issue,2025-05-28,2026-04-26,ACTIVE,MEDIUM,
EXC-0500,background_check_pending,dave.wilson,ciso.office,Data & Analytics,Legacy system compatibility during migration to v828,2026-01-27,2026-04-03,RENEWAL_REQUESTED,MEDIUM,2026-02-17
EXC-0501,firewall_rule_open,victor.lee,security.lead,Sales,Legacy issue,2026-02-06,2026-03-24,RENEWAL_REQUESTED,MEDIUM,2026-03-02
EXC-0502,encryption_waiver,platform.eng,alice.smith,Legal,Database migration support for project 886,2026-02-23,2026-05-23,ACTIVE,HIGH,
EXC-0503,firewall_rule_open,jack.lee,alice.smith,Customer Support,Vendor SOC 2 audit data extraction,2025-09-13,2025-11-26,REVOKED,MEDIUM,
EXC-0504,background_check_pending,ravi.lee,it.director,Legal,Database migration support for project 141,2025-10-17,2026-02-10,RENEWAL_REQUESTED,MEDIUM,2025-11-25
EXC-0505,encryption_waiver,platform.eng,it.director,Legal,Quarterly penetration test access window,2026-04-05,2026-04-25,ACTIVE,HIGH,
EXC-0506,firewall_rule_open,release.mgmt,bob.jones,Customer Support,Disaster recovery drill access,2026-04-04,2026-05-08,ACTIVE,MEDIUM,
EXC-0507,admin_access,dev.lead,ciso.office,Legal,Database migration support for project 995,2025-08-03,2026-06-06,ACTIVE,HIGH,
EXC-0508,data_access_exception,irene.garcia,compliance.officer,Security,Vendor SOC 2 audit data extraction,2026-04-03,2026-05-13,ACTIVE,HIGH,
EXC-0509,admin_access,ravi.moore,bob.jones,Engineering,Legacy system compatibility during migration to v304,2026-02-15,2026-07-15,ACTIVE,HIGH,
EXC-0510,firewall_rule_open,irene.lewis,alice.smith,HR,Database migration support for project 227,2026-03-07,2026-06-08,ACTIVE,MEDIUM,
EXC-0511,admin_access,irene.taylor,security.lead,Data & Analytics,New hire onboarding pending background check completion,2025-06-15,2026-05-21,ACTIVE,HIGH,
EXC-0512,admin_access,kelly.lewis,compliance.officer,HR,Database migration support for project 810,2025-06-15,2025-08-15,EXPIRED,HIGH,
EXC-0513,background_check_pending,dev.lead,security.lead,Legal,Vendor SOC 2 audit data extraction,2025-12-12,2026-08-09,ACTIVE,MEDIUM,
EXC-0514,data_access_exception,ops.team,manager.001,Finance,Legacy system compatibility during migration to v656,2025-09-23,2026-07-15,ACTIVE,HIGH,
EXC-0515,background_check_pending,security.ops,bob.jones,Customer Support,Legacy system compatibility during migration to v113,2025-06-24,2025-09-12,REVOKED,MEDIUM,
EXC-0516,encryption_waiver,mia.miller,security.lead,Operations,Integration with Partner Ltd API gateway,2025-12-27,2026-06-07,ACTIVE,HIGH,
EXC-0517,data_access_exception,bob.patel,security.lead,Engineering,Quarterly penetration test access window,2025-10-17,2025-11-17,REVOKED,HIGH,
EXC-0518,dev_environment_exception,jack.garcia,ciso.office,Engineering,Integration with Partner Ltd API gateway,2025-11-07,2025-12-23,RENEWAL_REQUESTED,LOW,2026-03-06
EXC-0519,vendor_access_waiver,platform.eng,ciso.office,Finance,New hire onboarding pending background check completion,2026-02-17,2026-08-24,ACTIVE,HIGH,
EXC-0520,admin_access,dev.lead,it.director,Operations,Production troubleshooting for incident INC-167,2025-11-28,2026-03-23,RENEWAL_REQUESTED,HIGH,2025-12-09
EXC-0521,background_check_pending,ops.team,manager.001,IT Infrastructure,Legacy system compatibility during migration to v786,2025-10-21,2026-04-30,ACTIVE,CRITICAL,
EXC-0522,firewall_rule_open,henry.wilson,platform.lead,Finance,New hire onboarding pending background check completion,2026-03-10,2026-07-26,ACTIVE,MEDIUM,
EXC-0523,encryption_waiver,dev.lead,bob.jones,Sales,Vendor SOC 2 audit data extraction,2026-03-31,2026-04-19,ACTIVE,HIGH,
EXC-0524,data_access_exception,paul.chen,compliance.officer,Operations,Quarterly penetration test access window,2025-12-02,2026-07-22,ACTIVE,HIGH,
EXC-0525,dev_environment_exception,bob.miller,it.director,Operations,Database migration support for project 714,2025-09-21,2025-11-30,EXPIRED,LOW,
EXC-0526,dev_environment_exception,mia.kumar,bob.jones,Data & Analytics,Emergency,2025-12-16,2026-05-18,ACTIVE,LOW,
EXC-0527,dev_environment_exception,bob.patel,security.lead,Security,Integration with Partner Ltd API gateway,2026-01-29,2026-05-12,ACTIVE,CRITICAL,
EXC-0528,admin_access,platform.eng,platform.lead,Sales,Quarterly penetration test access window,2025-12-02,2026-04-26,ACTIVE,HIGH,
EXC-0529,background_check_pending,tom.moore,platform.lead,Data & Analytics,Legacy issue,2026-03-05,2026-04-22,ACTIVE,MEDIUM,
EXC-0530,data_access_exception,tom.lee,alice.smith,Operations,Legacy system compatibility during migration to v410,2026-03-08,2026-07-25,ACTIVE,HIGH,
EXC-0531,dev_environment_exception,bob.lewis,it.director,Sales,Production troubleshooting for incident INC-882,2026-03-06,2026-04-22,ACTIVE,LOW,
EXC-0532,admin_access,carol.moore,it.director,Legal,Database migration support for project 570,2025-05-03,2025-05-21,EXPIRED,HIGH,
EXC-0533,vendor_access_waiver,irene.garcia,it.director,Security,Short-term fix,2025-12-20,2026-05-17,ACTIVE,HIGH,
EXC-0534,dev_environment_exception,uma.lewis,it.director,Customer Support,Production troubleshooting for incident INC-500,2025-08-27,2025-11-12,REVOKED,LOW,
EXC-0535,dev_environment_exception,irene.miller,alice.smith,Engineering,Legacy system compatibility during migration to v957,2025-12-14,2026-02-26,RENEWAL_REQUESTED,LOW,2026-03-08
EXC-0536,admin_access,tom.miller,compliance.officer,Operations,New hire onboarding pending background check completion,2025-07-29,2026-08-12,ACTIVE,MEDIUM,
EXC-0537,firewall_rule_open,ravi.jones,bob.jones,HR,Disaster recovery drill access,2025-11-06,2026-09-07,ACTIVE,MEDIUM,
EXC-0538,encryption_waiver,release.mgmt,alice.smith,Legal,Disaster recovery drill access,2025-12-03,2026-03-16,RENEWAL_REQUESTED,HIGH,2025-12-25
EXC-0539,background_check_pending,victor.kumar,platform.lead,Data & Analytics,Integration with Partner Ltd API gateway,2025-12-13,2026-07-22,ACTIVE,MEDIUM,
EXC-0540,background_check_pending,frank.davis,ciso.office,Engineering,Integration with Partner Ltd API gateway,2026-02-11,2026-05-24,ACTIVE,MEDIUM,
EXC-0541,data_access_exception,ops.team,it.director,Security,Business need,2025-12-29,2026-07-13,ACTIVE,HIGH,
EXC-0542,data_access_exception,jack.kumar,compliance.officer,Security,Legacy system compatibility during migration to v690,2026-02-25,2026-05-29,ACTIVE,HIGH,
EXC-0543,data_access_exception,release.mgmt,ciso.office,Customer Support,Disaster recovery drill access,2026-01-29,2026-02-19,EXPIRED,HIGH,
EXC-0544,encryption_waiver,grace.lee,ciso.office,Security,Integration with Partner Ltd API gateway,2025-07-28,2025-10-02,REVOKED,HIGH,
EXC-0545,background_check_pending,qa.team,ciso.office,IT Infrastructure,Temporary issue,2025-06-12,2025-07-15,EXPIRED,MEDIUM,
EXC-0546,admin_access,data.eng,it.director,Data & Analytics,Business need,2025-08-01,2026-05-20,ACTIVE,MEDIUM,
EXC-0547,encryption_waiver,henry.garcia,alice.smith,Data & Analytics,Production troubleshooting for incident INC-980,2025-05-27,2025-07-20,REVOKED,HIGH,
EXC-0548,background_check_pending,infra.team,platform.lead,Operations,Quarterly penetration test access window,2025-05-13,2026-09-17,ACTIVE,MEDIUM,
EXC-0549,data_access_exception,grace.patel,platform.lead,Legal,Quarterly penetration test access window,2025-12-31,2026-06-11,ACTIVE,HIGH,
EXC-0550,data_access_exception,ravi.smith,it.director,Customer Support,Legacy system compatibility during migration to v471,2026-01-21,2026-06-24,ACTIVE,HIGH,
EXC-0551,data_access_exception,irene.doe,alice.smith,Engineering,New hire onboarding pending background check completion,2025-09-26,2026-05-14,ACTIVE,CRITICAL,
EXC-0552,vendor_access_waiver,kelly.patel,manager.001,Data & Analytics,Disaster recovery drill access,2026-03-18,2026-07-21,ACTIVE,CRITICAL,
EXC-0553,encryption_waiver,platform.eng,ciso.office,Sales,Legacy system compatibility during migration to v549,2026-02-20,2026-05-01,RENEWAL_REQUESTED,HIGH,2026-03-14
EXC-0554,background_check_pending,alice.brown,bob.jones,Data & Analytics,Integration with Partner Ltd API gateway,2026-01-25,2026-08-17,ACTIVE,MEDIUM,
EXC-0555,encryption_waiver,wendy.miller,it.director,Engineering,Integration with Partner Ltd API gateway,2026-02-22,2026-08-08,ACTIVE,HIGH,
EXC-0556,admin_access,qa.team,compliance.officer,Legal,Emergency,2025-05-29,2026-05-31,ACTIVE,HIGH,
EXC-0557,encryption_waiver,infra.team,manager.001,Engineering,Disaster recovery drill access,2025-11-23,2026-09-06,ACTIVE,HIGH,
EXC-0558,admin_access,henry.lee,bob.jones,Legal,Operational requirement,2025-04-22,2026-05-17,ACTIVE,HIGH,
EXC-0559,background_check_pending,noah.lewis,bob.jones,Sales,New hire onboarding pending background check completion,2025-08-29,2025-10-18,REVOKED,MEDIUM,
EXC-0560,data_access_exception,platform.eng,manager.001,HR,New hire onboarding pending background check completion,2025-11-15,2025-12-22,REVOKED,HIGH,
EXC-0561,background_check_pending,data.eng,ciso.office,Sales,New hire onboarding pending background check completion,2025-10-26,2026-04-21,ACTIVE,CRITICAL,
EXC-0562,admin_access,qa.team,platform.lead,Security,Legacy issue,2026-02-17,2026-05-31,ACTIVE,HIGH,
EXC-0563,firewall_rule_open,kelly.smith,alice.smith,HR,Legacy system compatibility during migration to v366,2026-01-17,2026-09-11,ACTIVE,MEDIUM,
EXC-0564,firewall_rule_open,jack.clark,security.lead,Operations,Database migration support for project 992,2026-02-19,2026-05-25,ACTIVE,MEDIUM,
EXC-0565,background_check_pending,security.ops,compliance.officer,HR,Temporary issue,2025-09-18,2026-08-19,ACTIVE,HIGH,
EXC-0566,encryption_waiver,olivia.lee,it.director,Engineering,Disaster recovery drill access,2025-12-29,2026-06-09,ACTIVE,HIGH,
EXC-0567,admin_access,olivia.smith,it.director,Legal,Business need,2025-08-19,2026-05-03,ACTIVE,MEDIUM,
EXC-0568,firewall_rule_open,emma.garcia,ciso.office,IT Infrastructure,New hire onboarding pending background check completion,2026-02-07,2026-02-21,EXPIRED,MEDIUM,
EXC-0569,data_access_exception,grace.lewis,bob.jones,Legal,Production troubleshooting for incident INC-183,2025-12-02,2026-09-04,ACTIVE,HIGH,
EXC-0570,data_access_exception,uma.lewis,it.director,HR,Production troubleshooting for incident INC-437,2025-09-23,2026-01-14,RENEWAL_REQUESTED,HIGH,2026-03-11
EXC-0571,data_access_exception,qa.team,manager.001,Engineering,Quarterly penetration test access window,2025-05-13,2026-05-25,ACTIVE,HIGH,
EXC-0572,dev_environment_exception,infra.team,ciso.office,Finance,Emergency,2025-05-30,2025-06-15,EXPIRED,LOW,
EXC-0573,firewall_rule_open,infra.team,ciso.office,Finance,Short-term fix,2026-02-19,2026-08-16,ACTIVE,MEDIUM,
EXC-0574,admin_access,paul.kumar,it.director,Data & Analytics,Database migration support for project 374,2026-01-28,2026-04-28,REVOKED,HIGH,
EXC-0575,data_access_exception,kelly.garcia,compliance.officer,Security,Operational requirement,2025-12-08,2026-09-27,ACTIVE,HIGH,
EXC-0576,firewall_rule_open,victor.lee,it.director,Customer Support,Integration with Partner Ltd API gateway,2025-09-10,2025-10-19,ACTIVE,CRITICAL,
EXC-0577,admin_access,olivia.davis,security.lead,Finance,Business need,2026-01-03,2026-05-11,ACTIVE,HIGH,
EXC-0578,admin_access,paul.taylor,compliance.officer,Operations,Quarterly penetration test access window,2025-10-13,2025-11-28,EXPIRED,HIGH,
EXC-0579,background_check_pending,carol.clark,security.lead,Finance,Database migration support for project 738,2026-02-15,2026-07-31,ACTIVE,MEDIUM,
EXC-0580,background_check_pending,qa.team,manager.001,Finance,Production troubleshooting for incident INC-275,2026-01-06,2026-05-20,ACTIVE,MEDIUM,
EXC-0581,vendor_access_waiver,victor.moore,it.director,HR,Vendor SOC 2 audit data extraction,2025-11-03,2025-12-25,EXPIRED,HIGH,
EXC-0582,firewall_rule_open,platform.eng,bob.jones,Engineering,New hire onboarding pending background check completion,2025-09-18,2025-11-13,RENEWAL_REQUESTED,MEDIUM,2026-01-29
